QB,RB,RB,WR,WR,WR,TE,DST,FLEX,Proj
Carson Wentz ($6300),Chris Carson ($6200),Ronald Jones II ($5200),Julio Jones ($7700),Davante Adams ($7300),Calvin Ridley ($6100),Logan Thomas ($2800),Chargers ($2800),Terry McLaurin ($5600),133.2
Lamar Jackson ($8100),Dalvin Cook ($7900),J.K. Dobbins ($5000),DeVante Parker ($6000),DK Metcalf ($5800),Robby Anderson ($4700),Mark Andrews ($6000),Jets ($2100),N'Keal Harry ($4400),133.2
Kirk Cousins ($5700),Dalvin Cook ($7900),Antonio Gibson ($4000),Kenny Golladay ($6200),Calvin Ridley ($6100),DeSean Jackson ($4900),George Kittle ($7200),Raiders ($2600),Allen Lazard ($4900),133.2
Dwayne Haskins Jr. ($5000),Joe Mixon ($6700),Todd Gurley II ($6100),Michael Thomas ($9000),Chris Godwin ($7100),Terry McLaurin ($5600),Logan Thomas ($2800),Jets ($2100),Marvin Jones Jr. ($5500),133.2
Matthew Stafford ($6200),Dalvin Cook ($7900),Josh Jacobs ($6800),Kenny Golladay ($6200),Marvin Jones Jr. ($5500),Allen Lazard ($4900),Zach Ertz ($5800),Bills ($3700),Chris Thompson ($3000),133.2
Russell Wilson ($7000),Miles Sanders ($6300),Todd Gurley II ($6100),Tyler Lockett ($6500),DK Metcalf ($5800),Marvin Jones Jr. ($5500),George Kittle ($7200),Raiders ($2600),Chris Thompson ($3000),133.2
Matt Ryan ($6700),Dalvin Cook ($7900),Todd Gurley II ($6100),Tyler Lockett ($6500),Kenny Golladay ($6200),Marvin Jones Jr. ($5500),Hayden Hurst ($4300),Jets ($2100),Robby Anderson ($4700),133.2
Matt Ryan ($6700),Tarik Cohen ($4900),Tevin Coleman ($4200),Michael Thomas ($9000),Chris Godwin ($7100),Calvin Ridley ($6100),Dallas Goedert ($4100),Jets ($2100),DK Metcalf ($5800),133.2
Josh Allen ($6500),Jonathan Taylor ($5700),Marlon Mack ($5300),Davante Adams ($7300),Adam Thielen ($6700),Kenny Golladay ($6200),Irv Smith Jr. ($3100),Ravens ($3100),Calvin Ridley ($6100),133.1
Gardner Minshew II ($5800),Christian McCaffrey ($10000),Austin Ekeler ($7000),Kenny Golladay ($6200),DK Metcalf ($5800),Marvin Jones Jr. ($5500),Mo Alie-Cox ($2600),Patriots ($3200),Parris Campbell ($3900),133.1
Carson Wentz ($6300),Dalvin Cook ($7900),Ronald Jones II ($5200),Michael Thomas ($9000),Odell Beckham Jr. ($5900),DeSean Jackson ($4900),Dallas Goedert ($4100),Bills ($3700),Chris Thompson ($3000),133.1
Tom Brady ($6500),Dalvin Cook ($7900),Todd Gurley II ($6100),Davante Adams ($7300),Adam Thielen ($6700),Calvin Ridley ($6100),Devin Asiasi ($3500),Lions ($2700),Damiere Byrd ($3200),133.1
Philip Rivers ($6000),Joe Mixon ($6700),Todd Gurley II ($6100),Davante Adams ($7300),Kenny Golladay ($6200),T.Y. Hilton ($5800),Jack Doyle ($3600),Raiders ($2600),A.J. Green ($5700),133.1
Lamar Jackson ($8100),J.K. Dobbins ($5000),Ryan Nall ($4000),Michael Thomas ($9000),Calvin Ridley ($6100),Odell Beckham Jr. ($5900),Chris Herndon ($3300),Chargers ($2800),DK Metcalf ($5800),133.1
Aaron Rodgers ($6300),Dalvin Cook ($7900),Miles Sanders ($6300),Tyler Lockett ($6500),Kenny Golladay ($6200),T.Y. Hilton ($5800),Irv Smith Jr. ($3100),Chargers ($2800),Anthony Miller ($5000),133.1
Cam Newton ($6100),Christian McCaffrey ($10000),Ronald Jones II ($5200),Michael Thomas ($9000),T.Y. Hilton ($5800),Curtis Samuel ($4600),O.J. Howard ($3700),Jets ($2100),Dontrelle Inman ($3400),133.1
Aaron Rodgers ($6300),Josh Jacobs ($6800),Ryan Nall ($4000),Davante Adams ($7300),Chris Godwin ($7100),Adam Thielen ($6700),Dallas Goedert ($4100),Chargers ($2800),DeSean Jackson ($4900),133.1
Matt Ryan ($6700),Christian McCaffrey ($10000),Antonio Gibson ($4000),Julio Jones ($7700),Davante Adams ($7300),Christian Kirk ($5000),Logan Thomas ($2800),Ravens ($3100),Dontrelle Inman ($3400),133.1
Kirk Cousins ($5700),Josh Jacobs ($6800),Ronald Jones II ($5200),Davante Adams ($7300),Tyler Lockett ($6500),DK Metcalf ($5800),Hayden Hurst ($4300),Lions ($2700),Terry McLaurin ($5600),133.1
Dwayne Haskins Jr. ($5000),Austin Ekeler ($7000),Joe Mixon ($6700),Adam Thielen ($6700),Tyler Lockett ($6500),Terry McLaurin ($5600),Zach Ertz ($5800),Bills ($3700),Chris Thompson ($3000),133.1
Carson Wentz ($6300),Alvin Kamara ($7200),Josh Jacobs ($6800),Allen Robinson II ($6500),Terry McLaurin ($5600),Anthony Miller ($5000),T.J. Hockenson ($4200),Cardinals ($2100),Miles Sanders ($6300),133.1
Tyrod Taylor ($5600),Joe Mixon ($6700),Ronald Jones II ($5200),Davante Adams ($7300),Chris Godwin ($7100),Mike Evans ($6900),Chris Herndon ($3300),Lions ($2700),DeSean Jackson ($4900),133.1
Philip Rivers ($6000),Alvin Kamara ($7200),Tarik Cohen ($4900),Michael Thomas ($9000),Chris Godwin ($7100),Terry McLaurin ($5600),Jack Doyle ($3600),Dolphins ($2000),Curtis Samuel ($4600),133.1
Russell Wilson ($7000),Christian McCaffrey ($10000),Ryan Nall ($4000),Kenny Golladay ($6200),Calvin Ridley ($6100),DK Metcalf ($5800),Dallas Goedert ($4100),Cardinals ($2100),Curtis Samuel ($4600),133.1
Lamar Jackson ($8100),Alvin Kamara ($7200),Tevin Coleman ($4200),Michael Thomas ($9000),T.Y. Hilton ($5800),Preston Williams ($4500),Mike Gesicki ($4500),Lions ($2700),Tre'Quan Smith ($4000),133
Lamar Jackson ($8100),Dalvin Cook ($7900),Ryan Nall ($4000),Julio Jones ($7700),Davante Adams ($7300),Allen Lazard ($4900),Dallas Goedert ($4100),Raiders ($2600),Dontrelle Inman ($3400),133
Jimmy Garoppolo ($5800),J.K. Dobbins ($5000),Tevin Coleman ($4200),Michael Thomas ($9000),Adam Thielen ($6700),Marquise Brown ($5100),Mark Andrews ($6000),Patriots ($3200),Christian Kirk ($5000),133
Tyrod Taylor ($5600),Ronald Jones II ($5200),Kerryon Johnson ($4400),Michael Thomas ($9000),Davante Adams ($7300),Adam Thielen ($6700),Irv Smith Jr. ($3100),Jets ($2100),Tyler Lockett ($6500),133
Cam Newton ($6100),Chris Carson ($6200),Antonio Gibson ($4000),Michael Thomas ($9000),Julian Edelman ($6000),DeSean Jackson ($4900),George Kittle ($7200),Jets ($2100),N'Keal Harry ($4400),133
Russell Wilson ($7000),Joe Mixon ($6700),Chris Carson ($6200),Michael Thomas ($9000),Calvin Ridley ($6100),DK Metcalf ($5800),Tyler Eifert ($3300),Dolphins ($2000),Parris Campbell ($3900),133
Matthew Stafford ($6200),Christian McCaffrey ($10000),Josh Jacobs ($6800),Odell Beckham Jr. ($5900),Marvin Jones Jr. ($5500),Marquise Brown ($5100),T.J. Hockenson ($4200),Chargers ($2800),Dontrelle Inman ($3400),133
Russell Wilson ($7000),Joe Mixon ($6700),Tarik Cohen ($4900),Davante Adams ($7300),Chris Godwin ($7100),Adam Thielen ($6700),Robert Tonyan ($2500),WAS Football Team ($2000),DK Metcalf ($5800),133
Lamar Jackson ($8100),Miles Sanders ($6300),Chris Thompson ($4000),Michael Thomas ($9000),Chris Godwin ($7100),T.Y. Hilton ($5800),Chris Herndon ($3300),Dolphins ($2000),Laviska Shenault Jr. ($4400),133
Cam Newton ($6100),Alvin Kamara ($7200),Mark Ingram II ($5500),Tyler Lockett ($6500),Odell Beckham Jr. ($5900),Jarvis Landry ($5900),Zach Ertz ($5800),Cardinals ($2100),DeSean Jackson ($4900),133
Aaron Rodgers ($6300),Dalvin Cook ($7900),Chris Carson ($6200),Adam Thielen ($6700),T.Y. Hilton ($5800),Marvin Jones Jr. ($5500),Mark Andrews ($6000),Jets ($2100),Cordarrelle Patterson ($3400),133
Matt Ryan ($6700),Joe Mixon ($6700),Miles Sanders ($6300),Adam Thielen ($6700),DeVante Parker ($6000),DK Metcalf ($5800),Hayden Hurst ($4300),Ravens ($3100),N'Keal Harry ($4400),132.9
Lamar Jackson ($8100),Alvin Kamara ($7200),Matt Breida ($5000),Adam Thielen ($6700),Jarvis Landry ($5900),Preston Williams ($4500),Mark Andrews ($6000),Raiders ($2600),Parris Campbell ($3900),132.9
Russell Wilson ($7000),Christian McCaffrey ($10000),Todd Gurley II ($6100),Tyler Lockett ($6500),Steven Sims Jr. ($4700),N'Keal Harry ($4400),Zach Ertz ($5800),Jets ($2100),Dontrelle Inman ($3400),132.9
Cam Newton ($6100),Chris Carson ($6200),Todd Gurley II ($6100),Davante Adams ($7300),Julian Edelman ($6000),DeVante Parker ($6000),Ian Thomas ($3400),Ravens ($3100),T.Y. Hilton ($5800),132.9
Cam Newton ($6100),Dalvin Cook ($7900),Tevin Coleman ($4200),Michael Thomas ($9000),Adam Thielen ($6700),DeVante Parker ($6000),Mike Gesicki ($4500),Raiders ($2600),Chris Thompson ($3000),132.9
Drew Brees ($6800),Miles Sanders ($6300),Chris Carson ($6200),Chris Godwin ($7100),Kenny Golladay ($6200),Calvin Ridley ($6100),O.J. Howard ($3700),Jets ($2100),Marvin Jones Jr. ($5500),132.9
Tom Brady ($6500),Joe Mixon ($6700),Chris Thompson ($4000),Michael Thomas ($9000),Julio Jones ($7700),T.Y. Hilton ($5800),Mo Alie-Cox ($2600),Cardinals ($2100),Terry McLaurin ($5600),132.9
Mitchell Trubisky ($5400),Alvin Kamara ($7200),Antonio Gibson ($4000),Julio Jones ($7700),Allen Robinson II ($6500),Kenny Golladay ($6200),George Kittle ($7200),Jets ($2100),Dontrelle Inman ($3400),132.9
Drew Brees ($6800),Marlon Mack ($5300),Ronald Jones II ($5200),Michael Thomas ($9000),DK Metcalf ($5800),Terry McLaurin ($5600),George Kittle ($7200),Jets ($2100),Chris Thompson ($3000),132.9
Matthew Stafford ($6200),Christian McCaffrey ($10000),Tevin Coleman ($4200),Chris Godwin ($7100),Mike Evans ($6900),Kenny Golladay ($6200),T.J. Hockenson ($4200),Jets ($2100),Chris Thompson ($3000),132.9
Drew Brees ($6800),Christian McCaffrey ($10000),Alvin Kamara ($7200),Marquise Brown ($5100),Henry Ruggs III ($5100),Tre'Quan Smith ($4000),Robert Tonyan ($2500),Patriots ($3200),Todd Gurley II ($6100),132.9
Tom Brady ($6500),Christian McCaffrey ($10000),Alvin Kamara ($7200),Davante Adams ($7300),T.Y. Hilton ($5800),Tre'Quan Smith ($4000),Kyle Rudolph ($3700),Cardinals ($2100),Cordarrelle Patterson ($3400),132.9
Lamar Jackson ($8100),Tarik Cohen ($4900),Kerryon Johnson ($4400),Michael Thomas ($9000),Kenny Golladay ($6200),Chris Thompson ($3000),George Kittle ($7200),Patriots ($3200),Ryan Nall ($4000),132.8
Tom Brady ($6500),Christian McCaffrey ($10000),Antonio Gibson ($4000),Davante Adams ($7300),Mike Evans ($6900),DeSean Jackson ($4900),O.J. Howard ($3700),Falcons ($2300),N'Keal Harry ($4400),132.8
Lamar Jackson ($8100),Alvin Kamara ($7200),Chris Thompson ($4000),Julio Jones ($7700),Calvin Ridley ($6100),T.Y. Hilton ($5800),Hayden Hurst ($4300),Eagles ($3600),Damiere Byrd ($3200),132.8
Kirk Cousins ($5700),Dalvin Cook ($7900),Alvin Kamara ($7200),Adam Thielen ($6700),Jarvis Landry ($5900),Marquise Brown ($5100),Ian Thomas ($3400),Eagles ($3600),Larry Fitzgerald ($4500),132.8
Gardner Minshew II ($5800),Austin Ekeler ($7000),Miles Sanders ($6300),Davante Adams ($7300),Adam Thielen ($6700),T.Y. Hilton ($5800),Dallas Goedert ($4100),Patriots ($3200),Keelan Cole ($3800),132.8
Carson Wentz ($6300),Josh Jacobs ($6800),Raheem Mostert ($5800),Adam Thielen ($6700),DK Metcalf ($5800),Terry McLaurin ($5600),Zach Ertz ($5800),Colts ($3000),Tevin Coleman ($4200),132.8
Lamar Jackson ($8100),Alvin Kamara ($7200),Joe Mixon ($6700),Tyler Boyd ($6100),A.J. Green ($5700),Marquise Brown ($5100),Chris Herndon ($3300),Lions ($2700),Christian Kirk ($5000),132.8
Matt Ryan ($6700),Dalvin Cook ($7900),Todd Gurley II ($6100),Calvin Ridley ($6100),Julian Edelman ($6000),DK Metcalf ($5800),Chris Herndon ($3300),Eagles ($3600),Preston Williams ($4500),132.8
Philip Rivers ($6000),Dalvin Cook ($7900),Joe Mixon ($6700),Julian Edelman ($6000),DeVante Parker ($6000),T.Y. Hilton ($5800),Tyler Eifert ($3300),Lions ($2700),Terry McLaurin ($5600),132.8
Lamar Jackson ($8100),Christian McCaffrey ($10000),Antonio Gibson ($4000),Tyler Lockett ($6500),Calvin Ridley ($6100),Henry Ruggs III ($5100),Hayden Hurst ($4300),Chargers ($2800),Chris Thompson ($3000),132.8
Drew Brees ($6800),Dalvin Cook ($7900),Ryan Nall ($4000),Adam Thielen ($6700),Tyler Lockett ($6500),Kenny Golladay ($6200),Kyle Rudolph ($3700),Dolphins ($2000),Calvin Ridley ($6100),132.8
Russell Wilson ($7000),Christian McCaffrey ($10000),Dalvin Cook ($7900),Calvin Ridley ($6100),Hunter Renfrow ($4500),Parris Campbell ($3900),Ian Thomas ($3400),Patriots ($3200),Antonio Gibson ($4000),132.8
Matthew Stafford ($6200),Miles Sanders ($6300),Boston Scott ($4800),Davante Adams ($7300),Mike Evans ($6900),Adam Thielen ($6700),Robert Tonyan ($2500),Bills ($3700),Terry McLaurin ($5600),132.8
Aaron Rodgers ($6300),Dalvin Cook ($7900),Alvin Kamara ($7200),Michael Thomas ($9000),Tyler Lockett ($6500),DeSean Jackson ($4900),Robert Tonyan ($2500),Jaguars ($2300),Cordarrelle Patterson ($3400),132.8
Aaron Rodgers ($6300),Dalvin Cook ($7900),Austin Ekeler ($7000),Davante Adams ($7300),Calvin Ridley ($6100),DK Metcalf ($5800),Logan Thomas ($2800),Dolphins ($2000),Robby Anderson ($4700),132.8
Tyrod Taylor ($5600),Dalvin Cook ($7900),Austin Ekeler ($7000),Tyler Boyd ($6100),DK Metcalf ($5800),Marquise Brown ($5100),Irv Smith Jr. ($3100),Patriots ($3200),Todd Gurley II ($6100),132.8
Matthew Stafford ($6200),Dalvin Cook ($7900),Austin Ekeler ($7000),T.Y. Hilton ($5800),A.J. Green ($5700),DeSean Jackson ($4900),Mo Alie-Cox ($2600),Patriots ($3200),Joe Mixon ($6700),132.8
Jimmy Garoppolo ($5800),Alvin Kamara ($7200),Josh Jacobs ($6800),Christian Kirk ($5000),DeSean Jackson ($4900),Curtis Samuel ($4600),George Kittle ($7200),Patriots ($3200),Ronald Jones II ($5200),132.8
Tyrod Taylor ($5600),Dalvin Cook ($7900),Miles Sanders ($6300),Davante Adams ($7300),Allen Robinson II ($6500),Kenny Golladay ($6200),Logan Thomas ($2800),Jaguars ($2300),Allen Lazard ($4900),132.8
Dwayne Haskins Jr. ($5000),Alvin Kamara ($7200),Austin Ekeler ($7000),Calvin Ridley ($6100),Terry McLaurin ($5600),Marquise Brown ($5100),Hunter Henry ($5300),49ers ($3500),DeSean Jackson ($4900),132.7
Russell Wilson ($7000),Alvin Kamara ($7200),Josh Jacobs ($6800),Kenny Golladay ($6200),Calvin Ridley ($6100),Anthony Miller ($5000),Zach Ertz ($5800),Vikings ($2500),Cordarrelle Patterson ($3400),132.7
Gardner Minshew II ($5800),Christian McCaffrey ($10000),Chris Thompson ($4000),Davante Adams ($7300),Terry McLaurin ($5600),Marquise Brown ($5100),Zach Ertz ($5800),Seahawks ($2400),Chris Conley ($4000),132.7
Aaron Rodgers ($6300),Dalvin Cook ($7900),Alvin Kamara ($7200),Terry McLaurin ($5600),Christian Kirk ($5000),Marquez Valdes-Scantling ($4100),Zach Ertz ($5800),Patriots ($3200),Tarik Cohen ($4900),132.7
Matthew Stafford ($6200),Dalvin Cook ($7900),Alvin Kamara ($7200),Mike Evans ($6900),Kenny Golladay ($6200),DeSean Jackson ($4900),O.J. Howard ($3700),Panthers ($2500),Preston Williams ($4500),132.7
Josh Allen ($6500),Alvin Kamara ($7200),Mark Ingram II ($5500),Chris Godwin ($7100),Odell Beckham Jr. ($5900),DK Metcalf ($5800),Mark Andrews ($6000),Lions ($2700),Damiere Byrd ($3200),132.7
Drew Brees ($6800),Alvin Kamara ($7200),J.K. Dobbins ($5000),Davante Adams ($7300),Jarvis Landry ($5900),Marquise Brown ($5100),Zach Ertz ($5800),Bills ($3700),Damiere Byrd ($3200),132.7
Lamar Jackson ($8100),Christian McCaffrey ($10000),Antonio Gibson ($4000),Odell Beckham Jr. ($5900),Jarvis Landry ($5900),DK Metcalf ($5800),Ian Thomas ($3400),Saints ($2400),N'Keal Harry ($4400),132.7
Lamar Jackson ($8100),Josh Jacobs ($6800),J.K. Dobbins ($5000),Davante Adams ($7300),Odell Beckham Jr. ($5900),DeSean Jackson ($4900),Mike Gesicki ($4500),Colts ($3000),Preston Williams ($4500),132.7
Drew Brees ($6800),Christian McCaffrey ($10000),Josh Jacobs ($6800),Chris Godwin ($7100),Marquise Brown ($5100),Curtis Samuel ($4600),Ian Thomas ($3400),Falcons ($2300),Parris Campbell ($3900),132.7
Matt Ryan ($6700),Miles Sanders ($6300),Chris Carson ($6200),DK Metcalf ($5800),Marquise Brown ($5100),Christian Kirk ($5000),George Kittle ($7200),Patriots ($3200),Larry Fitzgerald ($4500),132.7
Gardner Minshew II ($5800),Dalvin Cook ($7900),Ronald Jones II ($5200),Michael Thomas ($9000),T.Y. Hilton ($5800),Terry McLaurin ($5600),Jack Doyle ($3600),Raiders ($2600),Preston Williams ($4500),132.7
Russell Wilson ($7000),Alvin Kamara ($7200),Miles Sanders ($6300),Chris Godwin ($7100),Mike Evans ($6900),DK Metcalf ($5800),Ian Thomas ($3400),Jaguars ($2300),Ryan Nall ($4000),132.7
Jimmy Garoppolo ($5800),Christian McCaffrey ($10000),Matt Breida ($5000),Kenny Golladay ($6200),Marvin Jones Jr. ($5500),Preston Williams ($4500),Zach Ertz ($5800),Chargers ($2800),N'Keal Harry ($4400),132.7
Josh Allen ($6500),Christian McCaffrey ($10000),J.K. Dobbins ($5000),Kenny Golladay ($6200),Odell Beckham Jr. ($5900),Robby Anderson ($4700),Mark Andrews ($6000),Falcons ($2300),Dontrelle Inman ($3400),132.7
Tom Brady ($6500),Alvin Kamara ($7200),Josh Jacobs ($6800),Chris Godwin ($7100),Adam Thielen ($6700),N'Keal Harry ($4400),Kyle Rudolph ($3700),Bills ($3700),Parris Campbell ($3900),132.6
Mitchell Trubisky ($5400),Christian McCaffrey ($10000),Dalvin Cook ($7900),Marvin Jones Jr. ($5500),Robby Anderson ($4700),Parris Campbell ($3900),T.J. Hockenson ($4200),Dolphins ($2000),Miles Sanders ($6300),132.6
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Alvin Kamara ($7200),T.Y. Hilton ($5800),Hunter Renfrow ($4500),Keelan Cole ($3800),Jack Doyle ($3600),Lions ($2700),Josh Jacobs ($6800),132.6
Cam Newton ($6100),Joe Mixon ($6700),James White ($6000),Michael Thomas ($9000),Terry McLaurin ($5600),Marquise Brown ($5100),Zach Ertz ($5800),Vikings ($2500),Damiere Byrd ($3200),132.6
Carson Wentz ($6300),Austin Ekeler ($7000),Todd Gurley II ($6100),Kenny Golladay ($6200),A.J. Green ($5700),Terry McLaurin ($5600),Mike Gesicki ($4500),Bills ($3700),DeSean Jackson ($4900),132.6
Cam Newton ($6100),Josh Jacobs ($6800),Mark Ingram II ($5500),Kenny Golladay ($6200),DeVante Parker ($6000),Marquise Brown ($5100),George Kittle ($7200),Jets ($2100),J.K. Dobbins ($5000),132.6
Cam Newton ($6100),Miles Sanders ($6300),Todd Gurley II ($6100),Julio Jones ($7700),Calvin Ridley ($6100),Odell Beckham Jr. ($5900),Mike Gesicki ($4500),Raiders ($2600),N'Keal Harry ($4400),132.6
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Joe Mixon ($6700),Davante Adams ($7300),Kenny Golladay ($6200),Christian Kirk ($5000),T.J. Hockenson ($4200),Dolphins ($2000),Jalen Guyton ($3000),132.6
Matt Ryan ($6700),Boston Scott ($4800),Tevin Coleman ($4200),Julio Jones ($7700),Tyler Lockett ($6500),T.Y. Hilton ($5800),Zach Ertz ($5800),Lions ($2700),Terry McLaurin ($5600),132.6
Tyrod Taylor ($5600),Alvin Kamara ($7200),Matt Breida ($5000),Michael Thomas ($9000),DeVante Parker ($6000),Terry McLaurin ($5600),Mark Andrews ($6000),Cardinals ($2100),Damiere Byrd ($3200),132.6
Aaron Rodgers ($6300),Christian McCaffrey ($10000),Austin Ekeler ($7000),Adam Thielen ($6700),Terry McLaurin ($5600),Allen Lazard ($4900),Ian Thomas ($3400),Cardinals ($2100),Parris Campbell ($3900),132.6
Jimmy Garoppolo ($5800),Josh Jacobs ($6800),Todd Gurley II ($6100),Michael Thomas ($9000),Chris Godwin ($7100),DK Metcalf ($5800),O.J. Howard ($3700),Lions ($2700),Chris Thompson ($3000),132.6
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Tevin Coleman ($4200),DJ Moore ($6600),Kenny Golladay ($6200),Terry McLaurin ($5600),Dallas Goedert ($4100),Colts ($3000),Robby Anderson ($4700),132.6
Lamar Jackson ($8100),Alvin Kamara ($7200),Todd Gurley II ($6100),DJ Moore ($6600),Robby Anderson ($4700),Curtis Samuel ($4600),Mark Andrews ($6000),Eagles ($3600),Chris Thompson ($3000),132.5
Lamar Jackson ($8100),Dalvin Cook ($7900),Alvin Kamara ($7200),Adam Thielen ($6700),Marquez Valdes-Scantling ($4100),Dontrelle Inman ($3400),Jack Doyle ($3600),Bills ($3700),Ronald Jones II ($5200),132.5
Matt Ryan ($6700),Joe Mixon ($6700),J.K. Dobbins ($5000),Julio Jones ($7700),Odell Beckham Jr. ($5900),DeSean Jackson ($4900),Mark Andrews ($6000),Lions ($2700),N'Keal Harry ($4400),132.5
Josh Allen ($6500),Alvin Kamara ($7200),Miles Sanders ($6300),Mike Evans ($6900),T.Y. Hilton ($5800),Laviska Shenault Jr. ($4400),Zach Ertz ($5800),Ravens ($3100),Chris Conley ($4000),132.5
Carson Wentz ($6300),Christian McCaffrey ($10000),Todd Gurley II ($6100),T.Y. Hilton ($5800),Terry McLaurin ($5600),Chris Conley ($4000),Mark Andrews ($6000),Saints ($2400),Keelan Cole ($3800),132.5
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Austin Ekeler ($7000),Adam Thielen ($6700),Marquise Brown ($5100),Curtis Samuel ($4600),Dallas Goedert ($4100),Lions ($2700),Bryan Edwards ($4200),132.5
Josh Allen ($6500),Dalvin Cook ($7900),Alvin Kamara ($7200),Davante Adams ($7300),Julian Edelman ($6000),DeVante Parker ($6000),Robert Tonyan ($2500),WAS Football Team ($2000),Curtis Samuel ($4600),132.5